ferrous_debris,soot_in_oil,cylinder_head_temp,exhaust_gas_temp,bearing_temp,engine_vibration,knock_sensor,crankshaft_vibration,oil_temperature,injector_pressure,oil_pressure,coolant_pressure,mass_air_flow,oxygen_sensor,egr_flow,RUL
61.085,114.125,114.045,780.201,87.564,6.515,83.829,959.2001269487909,106.962,15.008,0.241,0.109,4.271,0.931,18.972,531
1.789,46.393,100.053,338.567,30.432,3.529,36.224,701.5626821254509,78.181,5.203,0.028,0.178,2.786,0.777,2.187,904
17.045,86.268,101.545,287.824,71.14,3.856,68.708,501.3678607123873,26.95,6.75,0.004,0.237,0.535,0.355,9.356,881
11.338,5.913,103.104,379.339,84.335,2.495,2.421,541.3973598683993,27.041,8.863,0.096,0.204,2.048,0.58,2.529,877
17.204,66.909,97.061,408.764,50.173,2.161,46.457,316.0023500352709,42.616,2.384,0.09,0.19,1.012,0.308,6.101,940
100.0,140.0,130.0,850.0,110.0,10.0,87.595,103.99014562461133,123.201,20.0,0.386,0.024,7.116,0.72,20.0,42
100.0,140.0,130.0,850.0,110.0,10.0,97.361,1090.0561004389294,123.888,20.0,0.495,0.008,7.584,0.188,20.0,175
3.323,82.365,82.674,378.765,79.365,3.366,8.822,475.66751186631757,51.161,5.682,0.068,0.165,1.004,0.393,2.461,892
3.994,88.647,100.878,423.92,35.073,1.332,62.315,772.2991954810159,40.173,3.92,0.086,0.219,1.155,0.271,9.619,924
100.0,140.0,130.0,850.0,110.0,10.0,93.553,8.694002526409866,125.493,20.0,0.33,0.253,9.079,0.253,20.0,260
100.0,140.0,130.0,850.0,110.0,10.0,94.974,1023.8043468622493,126.625,20.0,0.422,0.252,5.15,0.343,20.0,172
8.234,20.797,76.078,437.946,76.157,0.328,7.948,796.2539009010889,1.507,7.345,0.084,0.212,1.396,0.36,3.671,895
64.032,115.562,110.255,725.735,94.291,5.236,72.39,245.02014963084244,111.337,12.857,0.217,0.134,3.961,0.909,15.959,736
5.336,40.219,99.238,276.331,72.775,2.145,53.704,535.31309859937,11.285,7.851,0.024,0.198,1.94,0.445,5.769,888
7.201,13.691,90.282,389.058,76.448,4.51,18.193,617.722138339721,33.754,6.674,0.033,0.208,0.917,0.187,4.752,907
14.193,9.854,79.421,314.555,77.034,2.521,32.429,540.1489608487736,11.563,8.339,0.019,0.219,2.167,0.784,13.132,985
3.809,74.927,87.156,417.037,39.227,2.94,67.619,315.679025278303,47.432,1.391,0.056,0.183,0.219,0.126,2.373,875
100.0,140.0,130.0,850.0,110.0,10.0,97.237,37.65832892752592,122.488,20.0,0.499,0.275,7.801,0.088,20.0,240
16.014,12.142,73.62,434.118,45.438,4.121,54.553,701.957532756911,32.979,7.509,0.062,0.224,0.405,0.514,12.638,865
92.586,126.62,111.366,714.064,91.972,7.845,77.563,906.1398365175038,100.187,13.788,0.212,0.112,4.127,0.938,17.196,458
100.0,140.0,130.0,850.0,110.0,10.0,91.126,149.29538673741882,121.141,20.0,0.315,0.084,8.008,0.16,20.0,268
54.624,102.013,114.189,667.775,93.043,6.159,71.444,236.22976123218172,102.416,10.291,0.279,0.11,3.47,0.94,16.843,430
4.198,41.209,71.485,530.768,69.461,3.751,39.588,508.1517399713882,76.797,7.775,0.01,0.193,1.154,0.468,4.477,863
19.482,81.098,108.583,577.621,69.204,1.347,29.533,631.3533216577313,57.861,3.404,0.041,0.171,1.383,0.231,7.95,940
43.453,134.521,120.483,691.499,89.282,6.356,79.208,994.1424762697139,101.314,14.177,0.272,0.108,4.136,0.917,16.167,368
1.952,60.435,77.56,600.444,76.312,4.777,6.908,359.6927106644299,88.045,3.716,0.086,0.203,0.229,0.233,6.822,940
100.0,140.0,130.0,850.0,110.0,10.0,86.363,1047.060957687471,123.687,20.0,0.404,0.27,4.463,0.281,20.0,245
1.805,23.17,79.938,258.447,43.218,2.185,2.882,811.8705460190854,88.687,9.437,0.001,0.237,2.392,0.672,12.662,878
100.0,140.0,130.0,850.0,110.0,10.0,89.265,178.17938365454202,128.64,20.0,0.334,0.001,9.833,0.698,20.0,287
16.822,9.859,80.301,356.151,73.298,1.381,43.835,784.790024082647,29.991,9.769,0.048,0.239,1.722,0.714,13.815,833
5.126,18.675,75.178,320.235,83.941,2.465,33.689,603.7113568756491,53.477,3.147,0.031,0.229,1.384,0.033,4.771,985
66.835,119.857,114.699,711.103,86.498,7.707,74.068,202.05695767335186,117.435,13.084,0.263,0.111,3.304,0.915,18.906,570
11.353,17.669,72.267,604.749,62.287,3.108,47.584,410.68934461863967,92.744,1.515,0.074,0.169,0.209,0.643,2.119,939
5.67,41.6,102.547,261.745,48.327,4.189,44.542,492.7571028173786,98.472,3.009,0.039,0.172,2.593,0.3,4.106,892
18.207,95.259,94.475,256.202,62.364,1.61,52.724,476.2836521214649,0.962,8.019,0.056,0.23,3.011,0.05,2.23,814
33.514,112.991,111.885,784.877,105.943,5.858,76.05,951.1272789465158,116.604,18.409,0.279,0.133,4.18,0.904,18.597,661
13.415,20.535,92.717,319.954,66.27,0.488,63.723,825.1225511253564,21.507,2.197,0.037,0.195,2.607,0.324,8.628,816
13.182,26.51,92.54,523.1,49.221,4.328,49.504,652.1252857428044,46.126,1.143,0.035,0.175,0.915,0.364,9.675,851
40.242,122.111,113.899,805.252,102.881,6.297,71.658,235.8543125700601,115.24,15.115,0.268,0.125,3.854,0.915,16.913,361
100.0,140.0,130.0,850.0,110.0,10.0,97.294,1099.643898385861,127.836,20.0,0.421,0.254,9.239,0.629,20.0,117
3.475,92.589,95.794,635.772,58.822,2.602,57.293,643.9457255231664,94.914,6.95,0.016,0.16,1.374,0.569,9.959,893
13.714,42.094,107.365,452.745,71.181,3.408,47.048,280.1914999102681,8.641,4.043,0.087,0.228,0.965,0.151,2.337,834
100.0,140.0,130.0,850.0,110.0,10.0,90.739,191.89755749148682,128.497,20.0,0.374,0.251,5.617,0.506,20.0,93
15.005,15.767,93.604,268.462,38.75,2.482,34.389,377.72564579117653,63.913,6.198,0.092,0.194,0.517,0.513,0.621,841
29.294,110.837,110.867,664.122,91.363,8.221,72.691,921.3337894071931,116.242,15.632,0.254,0.109,3.884,0.909,16.27,496
71.164,127.681,120.08,652.93,86.979,6.054,81.223,904.0994358453379,107.431,16.888,0.259,0.131,3.495,0.933,17.726,712
56.183,118.924,119.477,772.113,103.91,8.866,81.575,981.4861393971808,102.979,13.918,0.25,0.123,3.304,0.946,16.067,534
8.264,28.757,104.936,542.73,37.023,3.35,12.663,256.13822577063104,63.207,8.232,0.015,0.24,1.915,0.64,3.949,947
52.304,108.158,114.164,688.929,90.354,7.055,77.458,984.2514335230633,107.513,14.407,0.252,0.133,3.843,0.934,17.385,340
65.879,121.915,125.71,736.576,104.285,7.549,75.07,230.05012932023305,107.331,14.422,0.244,0.115,4.039,0.901,16.738,695
26.358,134.209,128.176,669.421,106.039,7.394,71.784,248.70375285114443,119.227,14.708,0.222,0.103,4.188,0.925,16.018,605
6.149,95.061,78.615,534.075,84.595,1.573,46.789,511.43707684625684,60.77,1.181,0.081,0.217,0.394,0.795,2.444,978
77.275,122.527,127.939,765.114,97.053,7.261,71.294,247.6188909984764,108.377,12.788,0.22,0.15,3.509,0.91,16.693,683
44.679,138.272,126.906,658.636,108.9,8.645,80.608,973.1466044575759,103.534,10.069,0.279,0.142,3.72,0.901,16.307,584
6.788,58.798,92.87,366.145,65.599,2.4,39.769,659.5576133415867,51.401,3.825,0.085,0.224,2.341,0.331,4.95,812
8.235,47.832,97.257,279.78,79.808,4.631,24.932,255.40792464569725,47.952,8.034,0.082,0.205,0.605,0.785,12.779,901
9.209,22.683,70.409,333.75,51.342,3.953,63.467,844.8166318063851,8.104,9.115,0.063,0.238,1.826,0.707,2.454,837
49.259,107.622,116.536,693.337,94.18,6.16,79.809,947.1935272077737,117.533,16.469,0.275,0.129,3.531,0.903,16.202,312
16.979,64.263,105.278,481.125,39.925,4.899,59.868,443.64773921975194,87.599,2.35,0.088,0.182,2.136,0.008,1.076,964
6.959,41.395,73.626,585.966,71.671,4.403,23.634,459.35524637120176,57.997,2.064,0.042,0.238,1.369,0.696,10.077,966
4.395,79.218,70.558,277.391,82.594,0.594,59.507,423.5799115223001,10.289,9.742,0.046,0.188,1.404,0.396,6.141,973
8.086,78.284,102.995,627.689,47.476,4.389,21.977,811.7508691325085,52.096,6.353,0.017,0.231,3.131,0.172,10.61,932
8.334,91.679,77.036,283.805,39.525,1.703,37.508,577.8905568564808,84.103,9.186,0.073,0.179,2.285,0.387,7.47,837
1.632,39.188,78.793,588.459,64.877,1.668,3.192,364.00627288770806,33.998,6.198,0.098,0.164,3.141,0.502,13.931,892
2.117,31.49,80.585,423.856,68.06,3.906,57.542,561.0099252357371,65.535,4.65,0.071,0.213,1.343,0.634,6.026,887
19.242,41.621,77.831,615.614,76.935,1.977,65.735,271.0333991188752,61.887,5.823,0.008,0.239,1.052,0.051,6.595,886
0.589,25.234,77.026,271.284,46.994,4.345,31.826,377.3230915168505,35.895,8.644,0.039,0.162,1.702,0.573,11.754,916
8.789,76.167,95.125,575.523,31.922,4.371,13.513,287.0859474922988,71.326,1.556,0.069,0.209,0.901,0.553,8.206,812
9.625,65.028,90.6,641.684,33.995,0.415,40.404,834.3911349772081,98.801,9.396,0.026,0.181,1.27,0.389,7.459,977
16.671,89.993,94.982,439.401,43.943,2.874,60.036,877.5286671889561,1.689,1.343,0.046,0.186,2.631,0.167,1.784,903
81.429,103.992,115.607,728.222,94.666,6.538,80.436,933.8351798452967,110.269,15.783,0.204,0.129,3.862,0.901,17.849,310
55.805,122.459,112.881,764.182,100.306,6.457,81.148,952.3742746205947,112.585,12.473,0.267,0.12,3.406,0.919,17.905,372
37.747,119.748,116.381,729.642,104.665,7.28,81.292,239.13591678246692,113.632,12.289,0.246,0.129,3.462,0.912,17.191,398
16.047,54.775,104.557,598.43,55.095,1.336,5.476,468.78768704933873,41.256,8.526,0.08,0.199,1.995,0.682,4.39,800
61.03,135.82,126.103,687.235,94.097,7.285,75.981,208.03717195993667,104.734,17.936,0.269,0.122,3.912,0.906,15.866,406
18.853,50.49,99.03,640.073,84.671,0.975,25.331,576.1761835478144,25.837,2.086,0.078,0.199,1.081,0.136,0.586,873
2.598,7.284,100.398,363.974,62.692,2.388,56.663,423.76636547405735,47.348,1.681,0.011,0.183,3.079,0.496,5.99,903
19.023,40.92,102.449,517.963,39.832,1.308,13.829,502.71397429837543,29.198,7.969,0.04,0.226,2.09,0.472,5.046,944
62.264,106.269,111.944,830.855,102.121,5.6,73.503,911.6937874252023,101.862,16.687,0.265,0.114,3.559,0.928,16.915,438
16.977,23.409,98.734,403.186,53.122,4.233,57.945,742.0994582460859,81.166,9.193,0.09,0.218,0.856,0.738,4.138,994
92.648,102.12,116.146,692.634,104.481,5.205,77.587,243.1757351060533,118.957,17.298,0.273,0.149,4.08,0.919,17.554,368
0.373,95.271,108.04,507.068,47.915,4.026,61.591,311.9505933715508,49.779,1.956,0.061,0.21,1.819,0.184,6.01,877
72.019,106.77,113.19,664.861,87.523,5.275,79.166,207.81346407240952,114.999,12.81,0.245,0.104,4.041,0.932,18.967,377
16.673,3.777,102.668,424.073,56.728,3.785,32.944,351.2616407615444,80.056,8.232,0.085,0.227,1.866,0.169,0.802,918
3.266,40.101,86.929,274.958,31.51,1.749,33.16,609.5838549163418,76.643,8.189,0.006,0.236,1.81,0.032,3.116,834
5.667,40.156,73.779,514.012,50.847,0.896,23.392,673.306696777921,10.633,2.372,0.04,0.212,2.396,0.739,6.538,909
5.641,61.533,88.678,277.663,51.784,2.286,41.265,830.8102312323385,62.107,1.129,0.062,0.229,0.857,0.295,8.578,931
0.084,73.475,86.619,596.599,43.037,4.602,57.825,364.3368857658087,24.005,2.935,0.093,0.194,1.744,0.17,12.148,873
82.429,127.783,127.087,839.165,88.034,6.639,74.206,966.1792083836124,110.236,12.646,0.262,0.138,3.892,0.917,15.911,515
4.296,30.774,86.429,524.016,35.366,2.168,35.818,413.74132589363586,43.619,2.315,0.014,0.189,0.34,0.151,12.654,933
3.918,84.779,73.224,576.903,36.621,4.63,45.276,316.0563925141484,56.029,6.046,0.066,0.164,2.879,0.097,10.938,831
33.835,126.51,113.896,816.015,91.864,7.248,74.667,902.5254476729248,112.196,14.805,0.208,0.12,3.829,0.911,17.636,561
9.8,83.794,105.45,263.233,55.569,2.839,17.203,897.85040434143,83.185,6.78,0.035,0.229,3.134,0.659,6.165,880
15.327,74.243,85.633,640.53,51.413,2.988,37.197,881.1860196474951,47.913,2.143,0.058,0.217,1.268,0.174,0.908,917
13.421,2.661,91.839,313.161,75.938,0.627,47.536,374.6859570123762,88.801,7.772,0.005,0.236,2.37,0.009,14.434,816
8.241,94.571,84.498,355.506,71.683,1.175,30.081,311.8112810224809,93.571,3.031,0.065,0.172,2.044,0.151,8.903,842
20.617,137.703,127.815,781.075,91.145,5.256,74.736,968.9716870585332,119.749,14.209,0.213,0.118,3.457,0.943,15.558,336
66.876,102.294,121.853,771.235,103.748,6.443,83.667,928.4101199831106,109.805,12.24,0.272,0.124,4.001,0.927,17.536,536
14.097,7.724,75.128,486.454,32.737,2.412,5.145,487.6960508912603,6.961,9.866,0.036,0.196,1.991,0.415,12.654,926
0.25,42.87,99.386,643.009,81.952,1.71,2.502,790.849468004602,57.261,2.605,0.032,0.223,0.89,0.215,3.483,965
9.701,82.184,92.911,274.896,60.233,2.752,69.016,356.8291591409995,0.688,2.451,0.014,0.211,2.013,0.706,14.832,835
15.314,85.752,79.02,578.558,74.005,2.941,28.734,642.9922045154615,85.29,6.658,0.023,0.211,0.223,0.466,11.388,933
6.549,0.949,104.975,276.576,30.901,2.06,8.169,417.79188687716965,55.401,2.793,0.04,0.216,0.552,0.425,3.14,849
100.0,140.0,130.0,850.0,110.0,10.0,95.897,1038.1149049788303,127.489,20.0,0.353,0.277,5.871,0.046,20.0,221
8.039,29.306,77.52,481.727,62.312,1.159,66.331,645.118682507353,17.711,3.76,0.015,0.167,2.385,0.475,12.238,956
11.153,56.945,105.545,407.895,53.237,0.638,49.621,756.6563740849806,68.07,7.476,0.075,0.231,2.265,0.073,7.751,915
100.0,140.0,130.0,850.0,110.0,10.0,98.321,1048.459264313515,122.784,20.0,0.464,0.288,8.011,0.087,20.0,125
4.528,93.489,96.964,605.242,69.441,1.689,45.712,773.1528070827361,53.376,7.348,0.08,0.201,1.024,0.36,3.669,858
1.347,97.772,88.683,256.681,71.556,0.948,16.441,708.8668283025403,84.252,9.666,0.006,0.201,2.334,0.416,9.771,851
40.054,111.716,111.775,667.561,99.772,6.264,76.913,946.8246408047323,102.044,18.246,0.285,0.117,3.798,0.949,15.802,688
15.783,23.522,87.717,593.272,79.774,2.917,37.963,272.93684612570127,78.904,3.902,0.058,0.162,2.515,0.213,8.923,816
1.059,35.926,71.889,562.738,76.152,3.272,66.211,376.4207842732501,58.861,4.23,0.075,0.217,2.513,0.284,12.05,804
17.065,5.295,76.783,572.669,59.217,2.163,64.074,489.4134774997216,5.171,2.785,0.02,0.229,0.757,0.131,10.262,947
100.0,140.0,130.0,850.0,110.0,10.0,95.365,1087.5659979464997,125.789,20.0,0.452,0.295,9.989,0.659,20.0,244
8.199,4.682,76.561,306.591,51.821,3.534,16.601,638.9447581811977,54.8,2.372,0.09,0.177,2.323,0.679,8.86,941
100.0,140.0,130.0,850.0,110.0,10.0,92.488,148.2062012286753,125.837,20.0,0.417,0.259,8.928,0.623,20.0,285
10.683,87.451,95.537,625.726,82.436,2.616,55.604,830.7726263849769,59.594,4.35,0.032,0.166,1.542,0.458,4.779,944
19.296,28.292,72.088,419.124,48.258,4.477,52.701,652.9300470642074,50.774,9.398,0.059,0.172,3.193,0.7,8.008,955
62.675,126.574,124.657,668.369,96.927,7.916,76.67,974.3461282424084,111.215,10.553,0.279,0.137,4.06,0.909,18.414,627
10.151,84.406,102.127,612.777,51.081,4.351,3.865,837.8182694280085,31.158,1.901,0.065,0.204,0.478,0.466,7.353,804
100.0,140.0,130.0,850.0,110.0,10.0,97.55,23.840666489348013,123.676,20.0,0.316,0.294,4.845,0.548,20.0,86
9.586,39.737,95.259,505.41,60.672,4.165,68.353,379.70356287975915,47.609,8.713,0.068,0.228,1.252,0.772,10.208,963
96.892,135.654,121.194,731.583,107.191,6.209,82.728,240.18018530641655,103.737,13.361,0.222,0.138,3.568,0.911,17.381,443
11.2,63.126,103.669,437.162,80.5,1.533,48.081,873.9939707166801,54.746,4.376,0.036,0.195,0.997,0.726,2.053,912
7.212,9.825,86.343,271.288,36.655,4.589,63.02,544.1183842225048,24.418,9.231,0.083,0.228,0.299,0.676,9.995,840
91.678,115.443,128.346,701.805,107.826,7.094,79.566,927.3884299346726,100.906,13.555,0.206,0.144,3.52,0.907,15.124,426
2.579,4.799,96.158,424.717,47.239,1.224,3.879,385.706439157494,91.578,6.33,0.022,0.23,3.132,0.259,14.741,892
4.716,57.622,99.383,556.656,34.02,0.815,55.35,296.0405975878957,33.224,3.841,0.07,0.203,0.809,0.364,0.78,988
100.0,140.0,130.0,850.0,110.0,10.0,85.805,170.9394845481135,122.617,20.0,0.326,0.082,9.903,0.173,20.0,7
14.228,78.354,81.593,359.124,82.94,4.702,62.948,311.55585077230165,95.596,1.67,0.072,0.205,1.8,0.785,9.005,991
13.655,59.819,99.981,359.914,75.706,0.499,47.05,348.1434640595943,26.167,6.003,0.054,0.18,0.99,0.653,8.237,996
1.837,73.206,70.311,417.227,58.261,1.432,52.438,621.4695773005908,0.165,7.055,0.043,0.235,1.993,0.148,0.366,918
10.574,20.267,105.294,382.602,68.79,4.112,42.475,880.6713056540528,30.399,8.619,0.033,0.21,1.978,0.123,3.559,808
12.189,54.034,101.186,556.183,62.939,1.583,21.244,710.2919557206469,9.266,6.596,0.071,0.226,2.992,0.523,9.874,904
1.699,59.418,91.109,429.376,39.096,1.949,8.43,801.3932001832113,42.383,6.416,0.007,0.217,3.15,0.224,11.309,888
14.424,14.424,75.135,577.047,78.998,2.983,21.081,750.5443796502339,88.905,6.685,0.072,0.218,1.066,0.068,7.811,922
11.746,1.698,95.403,384.2,54.836,2.017,36.565,641.0968659891716,4.1,8.059,0.099,0.204,1.741,0.458,7.163,917
42.54,132.847,121.054,758.576,105.032,7.473,75.358,219.64564242229403,100.711,15.138,0.24,0.123,3.789,0.943,17.626,769
78.371,137.617,125.631,804.39,95.505,6.024,77.854,210.0428028179284,110.473,13.383,0.257,0.147,3.605,0.91,17.174,423
9.954,96.744,84.321,418.753,48.615,1.584,15.22,264.6433936669769,41.69,7.204,0.095,0.23,2.848,0.268,2.0,979
100.0,140.0,130.0,850.0,110.0,10.0,88.862,1005.3958692854327,125.871,20.0,0.408,0.02,6.237,0.104,20.0,279
100.0,140.0,130.0,850.0,110.0,10.0,94.463,1003.6626292801658,122.515,20.0,0.355,0.035,8.865,0.466,20.0,221
0.8,79.925,102.409,260.962,65.448,3.855,62.782,742.3290793243125,69.531,5.256,0.014,0.19,1.683,0.308,13.387,929
8.577,21.551,76.776,585.122,45.969,2.665,41.871,553.3832103061684,55.182,1.794,0.02,0.21,0.672,0.78,5.013,993
18.199,73.273,72.834,401.058,39.736,4.012,30.446,473.6649618504224,98.044,7.129,0.087,0.201,1.774,0.635,9.945,848
14.079,74.885,93.375,516.615,73.61,3.736,38.426,767.3920151203248,74.523,6.018,0.029,0.166,1.389,0.08,9.359,992
57.417,137.033,126.889,844.496,86.563,5.419,80.511,949.586938722447,109.415,16.334,0.226,0.147,3.384,0.937,16.991,713
1.447,48.766,74.16,517.312,73.812,1.885,56.376,480.5824086114319,19.424,4.857,0.064,0.173,2.251,0.237,5.153,998
10.999,55.311,73.001,592.883,33.056,4.214,14.927,742.2902122042453,12.287,1.375,0.013,0.207,0.345,0.013,7.973,814
100.0,140.0,130.0,850.0,110.0,10.0,90.771,108.22378890784866,126.04,20.0,0.498,0.262,5.844,0.476,20.0,142
16.474,17.449,96.238,459.936,61.016,0.076,47.854,392.71242131481097,19.536,3.518,0.055,0.177,1.813,0.285,4.193,964
13.992,95.479,92.685,595.654,32.312,1.474,4.485,784.7648277661062,8.248,4.271,0.07,0.234,1.85,0.505,6.183,934
1.537,91.707,109.74,613.842,35.413,2.159,39.046,398.69387921165355,94.635,7.516,0.069,0.228,0.594,0.203,8.342,917
15.669,89.735,72.735,399.735,39.856,2.039,5.994,785.3656566607576,21.743,3.751,0.011,0.212,1.5,0.091,9.119,991
0.214,88.439,99.256,313.464,33.007,3.615,19.316,838.5741467273282,55.586,3.232,0.044,0.2,1.846,0.607,3.654,841
87.505,135.347,116.725,718.84,105.02,6.758,71.277,225.4832939825384,110.373,13.518,0.224,0.136,3.486,0.935,17.033,510
9.497,82.283,88.064,565.53,64.629,4.451,39.341,267.945263169574,15.828,7.384,0.044,0.201,0.311,0.155,4.425,903
100.0,140.0,130.0,850.0,110.0,10.0,90.887,23.01880948657886,124.225,20.0,0.36,0.283,5.191,0.882,20.0,30
18.451,45.008,78.612,275.426,65.631,1.858,2.488,369.128982828121,6.386,3.023,0.088,0.174,0.324,0.318,8.06,943
8.0,0.034,90.399,336.703,65.903,2.635,67.008,765.4864508217032,20.869,7.278,0.006,0.184,1.213,0.09,14.274,978
12.099,32.134,91.706,372.996,42.04,1.293,45.825,848.6106828808943,19.131,2.776,0.059,0.234,1.599,0.457,0.05,952
3.133,7.458,86.643,296.26,73.035,3.012,34.492,586.9193952819401,70.61,3.901,0.006,0.186,3.064,0.695,12.631,837
15.853,61.014,107.223,350.919,72.945,1.381,33.852,650.4539562852558,86.252,8.847,0.077,0.204,1.198,0.646,0.228,903
17.691,89.113,108.554,566.435,52.744,0.737,11.862,692.6000906057916,56.696,4.501,0.01,0.171,1.196,0.154,1.012,895
69.445,128.327,112.281,674.503,107.944,8.956,71.505,234.0316800036131,110.684,11.384,0.259,0.116,3.796,0.934,18.555,306
100.0,140.0,130.0,850.0,110.0,10.0,94.747,1052.271596222578,128.539,20.0,0.456,0.03,6.565,0.028,20.0,147
14.51,55.011,80.682,427.07,78.392,2.689,10.724,853.5264459500959,9.293,4.378,0.034,0.227,2.226,0.279,10.327,835
100.0,140.0,130.0,850.0,110.0,10.0,93.328,15.074096044562046,129.818,20.0,0.473,0.268,6.899,0.434,20.0,140
17.781,78.649,102.202,454.707,58.624,3.673,60.113,352.58057326564426,33.78,5.075,0.016,0.192,2.673,0.721,3.568,978
0.971,33.65,76.422,412.397,53.82,1.727,9.709,372.7734684387382,72.827,1.142,0.042,0.205,0.483,0.705,2.671,896
100.0,140.0,130.0,850.0,110.0,10.0,89.123,1085.2957653403107,129.85,20.0,0.395,0.018,8.169,0.332,20.0,145
50.62,101.194,116.694,724.434,93.953,8.66,71.014,226.88612588714733,100.383,18.081,0.207,0.149,3.726,0.906,16.22,776
16.878,40.413,91.843,476.419,71.204,3.023,5.221,595.3847273222016,78.901,3.146,0.034,0.161,2.372,0.492,12.528,882
13.593,37.801,93.194,412.047,58.957,3.103,27.81,581.4498376993081,67.413,4.546,0.088,0.218,0.375,0.407,10.421,990
81.458,126.761,114.447,747.339,106.95,5.617,70.747,235.07247061638074,114.535,13.851,0.239,0.143,3.344,0.935,17.498,383
11.029,86.724,71.435,636.091,71.741,2.632,3.94,871.3605989736998,49.625,9.426,0.04,0.202,2.336,0.54,13.139,925
18.835,86.732,80.628,253.689,30.643,0.512,42.111,539.3339000780156,18.595,2.015,0.055,0.197,1.708,0.361,13.677,915
13.312,92.837,78.693,392.508,82.539,3.683,53.808,597.6922352334157,11.352,3.639,0.087,0.194,1.491,0.234,13.213,973
46.456,136.235,115.271,761.62,105.766,5.478,74.919,221.48381140422958,112.162,18.2,0.261,0.142,3.341,0.93,18.112,719
7.593,20.035,93.745,399.167,53.813,4.719,53.024,772.5190708109284,30.909,7.481,0.052,0.164,1.876,0.281,6.252,878
1.002,38.252,96.939,311.521,55.778,0.275,20.425,277.43601417259623,21.214,8.767,0.068,0.19,2.374,0.612,5.093,994
4.941,59.922,98.624,330.721,67.418,3.155,25.701,522.9768443622074,65.05,9.796,0.065,0.168,3.117,0.546,10.203,866
0.887,14.612,109.738,472.328,70.603,1.345,69.155,707.6375467617136,18.942,7.692,0.089,0.235,2.324,0.23,7.015,931
62.443,110.086,114.666,650.184,101.256,6.827,77.54,913.8851731703605,110.602,10.464,0.219,0.141,3.773,0.907,15.467,537
100.0,140.0,130.0,850.0,110.0,10.0,98.587,81.24555785235086,121.077,20.0,0.34,0.269,6.567,0.687,20.0,16
100.0,140.0,130.0,850.0,110.0,10.0,89.792,134.55450118385622,126.411,20.0,0.364,0.271,9.418,0.345,20.0,253
65.473,110.609,116.584,748.878,94.168,5.668,70.306,922.3022120374695,119.219,16.295,0.253,0.113,3.724,0.939,16.295,552
93.451,123.681,112.508,735.279,90.401,6.376,73.052,902.4257339290967,112.019,16.155,0.201,0.12,3.555,0.92,15.576,659
16.242,25.246,102.073,444.936,70.144,4.587,50.294,786.8612521651138,44.922,7.748,0.07,0.205,2.656,0.179,13.036,893
7.139,97.719,104.482,457.532,30.841,2.305,36.513,386.35728978968416,11.143,3.271,0.035,0.183,2.292,0.37,2.51,915
93.615,120.77,113.502,708.556,93.864,8.074,74.744,942.0681738681319,108.282,18.172,0.231,0.121,3.985,0.94,16.47,318
0.318,41.985,75.58,527.509,41.411,1.062,51.516,556.872576372572,40.845,5.89,0.033,0.221,0.498,0.245,0.657,914
5.983,91.718,78.245,522.506,62.571,0.494,69.886,652.0527395527431,75.807,2.622,0.092,0.204,1.577,0.76,12.29,899
36.66,101.016,125.68,702.429,91.995,8.014,77.174,941.0194494195495,117.58,16.148,0.207,0.12,4.23,0.921,16.414,420
17.82,19.59,94.846,526.407,52.075,0.823,50.37,321.34944350791784,66.709,2.053,0.003,0.176,2.351,0.331,12.276,985
51.333,119.291,124.127,726.426,103.216,7.498,73.199,996.0643939286695,118.698,12.019,0.236,0.11,3.902,0.921,16.786,353
6.005,23.343,83.836,355.736,79.323,3.442,26.855,689.054353100721,33.013,1.264,0.069,0.191,1.23,0.736,9.754,845
13.535,47.321,106.142,469.632,62.523,1.807,55.118,259.28367809694834,86.913,7.23,0.083,0.161,1.59,0.663,1.856,952
19.859,6.357,88.697,537.978,49.935,4.523,38.916,483.76656813446596,42.149,9.777,0.002,0.229,2.138,0.766,2.011,897
43.504,116.627,113.78,796.997,86.344,7.463,72.739,203.4084605633855,119.559,10.722,0.286,0.107,3.707,0.914,18.946,317
8.486,12.714,107.072,443.025,36.581,4.726,44.724,806.3383685128626,61.094,4.535,0.026,0.2,1.084,0.258,13.337,904
59.563,115.311,126.135,810.078,106.406,8.81,74.634,947.2823949889886,106.349,11.412,0.271,0.148,4.17,0.921,18.203,309
100.0,140.0,130.0,850.0,110.0,10.0,85.769,1070.845011097522,127.43,20.0,0.336,0.073,9.148,0.218,20.0,15
30.204,114.271,127.083,685.759,105.576,8.318,78.345,987.3364472058903,100.662,15.425,0.267,0.142,3.376,0.92,17.799,500
100.0,140.0,130.0,850.0,110.0,10.0,94.604,189.967517135552,127.777,20.0,0.401,0.273,9.258,0.461,20.0,239
16.114,8.598,79.115,392.072,30.178,0.671,23.609,368.7427241218469,2.234,4.021,0.053,0.203,1.623,0.648,6.535,836
85.797,115.742,123.943,823.36,95.543,8.887,76.211,931.6046397647791,112.07,17.641,0.279,0.134,3.889,0.916,15.63,665
100.0,140.0,130.0,850.0,110.0,10.0,95.777,179.05335202732107,122.615,20.0,0.352,0.024,9.784,0.414,20.0,279
11.87,0.863,97.637,504.307,54.669,0.598,54.465,366.30097591188076,39.823,8.098,0.078,0.237,0.556,0.75,9.31,860
87.107,117.886,124.193,829.334,86.72,6.585,79.911,224.02318222006153,117.619,10.749,0.203,0.134,3.401,0.92,16.827,748
